,query,passage,score
611,19335.0,555961.0,3.0
612,19335.0,16612.0,3.0
613,19335.0,549696.0,3.0
614,19335.0,551129.0,3.0
615,19335.0,553015.0,3.0
616,19335.0,553021.0,3.0
617,19335.0,554950.0,3.0
618,19335.0,121179.0,3.0
619,19335.0,120901.0,3.0
620,19335.0,557442.0,3.0
621,19335.0,559532.0,3.0
622,19335.0,559481.0,3.0
623,19335.0,560288.0,3.0
624,19335.0,560684.0,3.0
625,19335.0,120265.0,3.0
626,19335.0,121526.0,3.0
627,19335.0,619717.0,3.0
628,19335.0,620320.0,3.0
629,19335.0,614243.0,3.0
630,19335.0,865869.0,3.0
631,19335.0,865508.0,3.0
632,19335.0,615231.0,3.0
633,19335.0,622120.0,3.0
634,19335.0,623461.0,3.0
635,19335.0,624092.0,3.0
636,19335.0,618056.0,3.0
637,19335.0,618005.0,3.0
638,19335.0,618531.0,3.0
639,19335.0,93557.0,3.0
640,19335.0,93373.0,3.0
641,19335.0,94084.0,3.0
642,19335.0,96288.0,3.0
643,19335.0,864632.0,3.0
644,19335.0,621084.0,3.0
645,19335.0,627687.0,3.0
646,19335.0,627546.0,3.0
647,19335.0,627222.0,3.0
648,19335.0,1000018.0,3.0
649,19335.0,1000019.0,3.0
650,19335.0,1000025.0,3.0
651,19335.0,1000028.0,3.0
652,19335.0,541632.0,3.0
653,19335.0,541416.0,3.0
654,19335.0,542594.0,3.0
655,19335.0,542591.0,3.0
656,19335.0,993994.0,3.0
657,19335.0,993679.0,3.0
658,19335.0,543871.0,3.0
659,19335.0,544109.0,3.0
660,19335.0,544834.0,3.0
661,19335.0,546122.0,3.0
662,19335.0,884793.0,3.0
663,19335.0,125986.0,3.0
664,19335.0,882954.0,3.0
665,19335.0,547766.0,3.0
666,19335.0,547424.0,3.0
667,19335.0,548194.0,3.0
668,19335.0,123443.0,3.0
669,19335.0,123389.0,3.0
670,19335.0,124909.0,3.0
671,19335.0,125182.0,3.0
672,19335.0,534082.0,3.0
673,19335.0,533933.0,3.0
674,19335.0,527589.0,3.0
675,19335.0,529887.0,3.0
676,19335.0,530750.0,3.0
677,19335.0,536722.0,3.0
678,19335.0,531038.0,3.0
679,19335.0,531039.0,3.0
680,19335.0,532001.0,3.0
681,19335.0,531998.0,3.0
682,19335.0,531488.0,3.0
683,19335.0,538675.0,3.0
684,19335.0,538678.0,3.0
685,19335.0,540017.0,3.0
686,19335.0,540867.0,3.0
687,19335.0,535412.0,3.0
688,19335.0,535326.0,3.0
689,19335.0,33242.0,3.0
690,19335.0,33243.0,3.0
691,19335.0,127937.0,3.0
692,19335.0,127590.0,3.0
693,19335.0,33187.0,3.0
694,19335.0,128958.0,3.0
695,19335.0,885355.0,3.0
696,19335.0,632532.0,3.0
697,19335.0,863603.0,3.0
698,19335.0,863247.0,3.0
699,19335.0,863250.0,3.0
700,19335.0,625132.0,3.0
701,19335.0,626784.0,3.0
702,19335.0,1000017.0,3.0
703,19335.0,629201.0,3.0
704,19335.0,628845.0,3.0
705,19335.0,628846.0,3.0
706,19335.0,1000050.0,3.0
707,19335.0,1000051.0,3.0
708,19335.0,1000000.0,3.0
709,19335.0,1000081.0,3.0
710,19335.0,1000038.0,3.0
711,19335.0,1000040.0,3.0
712,19335.0,1000044.0,3.0
713,19335.0,891517.0,3.0
714,19335.0,891395.0,3.0
715,19335.0,517622.0,3.0
716,19335.0,518350.0,3.0
717,19335.0,518217.0,3.0
718,19335.0,132792.0,3.0
719,19335.0,133027.0,3.0
720,19335.0,525010.0,3.0
721,19335.0,525620.0,3.0
722,19335.0,519006.0,3.0
723,19335.0,520130.0,3.0
724,19335.0,521986.0,3.0
725,19335.0,516433.0,3.0
726,19335.0,526120.0,3.0
727,19335.0,526578.0,3.0
728,19335.0,523366.0,3.0
729,19335.0,524158.0,3.0
730,19335.0,993347.0,3.0
731,19335.0,992727.0,3.0
732,19335.0,992490.0,3.0
733,19335.0,33108.0,3.0
734,19335.0,131090.0,3.0
735,19335.0,888512.0,3.0
736,19335.0,510020.0,3.0
737,19335.0,895539.0,3.0
738,19335.0,504379.0,3.0
739,19335.0,505518.0,3.0
740,19335.0,137212.0,3.0
741,19335.0,136945.0,3.0
742,19335.0,894948.0,3.0
743,19335.0,507070.0,3.0
744,19335.0,508291.0,3.0
745,19335.0,507662.0,3.0
746,19335.0,509230.0,3.0
747,19335.0,508727.0,3.0
748,19335.0,510326.0,3.0
749,19335.0,516608.0,3.0
750,19335.0,510868.0,3.0
751,19335.0,511425.0,3.0
752,19335.0,512829.0,3.0
753,19335.0,512387.0,3.0
754,19335.0,513093.0,3.0
755,19335.0,512844.0,3.0
756,19335.0,892165.0,3.0
757,19335.0,514472.0,3.0
758,19335.0,515237.0,3.0
759,19335.0,516438.0,3.0
760,19335.0,637515.0,3.0
761,19335.0,637111.0,3.0
762,19335.0,13300.0,3.0
763,19335.0,634743.0,3.0
764,19335.0,636205.0,3.0
765,19335.0,92475.0,3.0
766,19335.0,859651.0,3.0
767,19335.0,861409.0,3.0
768,19335.0,636713.0,3.0
769,19335.0,637929.0,3.0
770,19335.0,637941.0,3.0
771,19335.0,1000078.0,3.0
772,19335.0,93294.0,3.0
773,19335.0,92472.0,3.0
774,19335.0,860643.0,3.0
775,19335.0,1000107.0,3.0
776,19335.0,1000065.0,3.0
777,19335.0,1000067.0,3.0
778,19335.0,899273.0,3.0
779,19335.0,491101.0,3.0
780,19335.0,492198.0,3.0
781,19335.0,492217.0,3.0
782,19335.0,492148.0,3.0
783,19335.0,492151.0,3.0
784,19335.0,497898.0,3.0
785,19335.0,898313.0,3.0
786,19335.0,897760.0,3.0
787,19335.0,495956.0,3.0
788,19335.0,495399.0,3.0
789,19335.0,899438.0,3.0
790,19335.0,896911.0,3.0
791,19335.0,501427.0,3.0
792,19335.0,496126.0,3.0
793,19335.0,138806.0,3.0
794,19335.0,140006.0,3.0
795,19335.0,896096.0,3.0
796,19335.0,501806.0,3.0
797,19335.0,502922.0,3.0
798,19335.0,503590.0,3.0
799,19335.0,503141.0,3.0
800,19335.0,487733.0,3.0
801,19335.0,478294.0,3.0
802,19335.0,480911.0,3.0
803,19335.0,490133.0,3.0
804,19335.0,489922.0,3.0
805,19335.0,490888.0,3.0
806,19335.0,490894.0,3.0
807,19335.0,490766.0,3.0
808,19335.0,490626.0,3.0
809,19335.0,487159.0,3.0
810,19335.0,487732.0,3.0
811,19335.0,141512.0,3.0
812,19335.0,142051.0,3.0
813,19335.0,989836.0,3.0
814,19335.0,900233.0,3.0
815,19335.0,489097.0,3.0
816,19335.0,488596.0,3.0
817,19335.0,489472.0,3.0
818,19335.0,492089.0,3.0
819,19335.0,492425.0,3.0
820,19335.0,990026.0,3.0
821,19335.0,990029.0,3.0
822,19335.0,141507.0,3.0
823,19335.0,647179.0,3.0
824,19335.0,648326.0,3.0
825,19335.0,648317.0,3.0
826,19335.0,648319.0,3.0
827,19335.0,1000100.0,3.0
828,19335.0,1000102.0,3.0
829,19335.0,649730.0,3.0
830,19335.0,652056.0,3.0
831,19335.0,652057.0,3.0
832,19335.0,651610.0,3.0
833,19335.0,856771.0,3.0
834,19335.0,647203.0,3.0
835,19335.0,647175.0,3.0
836,19335.0,92053.0,3.0
837,19335.0,648392.0,3.0
838,19335.0,858582.0,3.0
839,19335.0,858585.0,3.0
840,19335.0,858587.0,3.0
841,19335.0,1000135.0,3.0
842,19335.0,1000139.0,3.0
843,19335.0,1000140.0,3.0
844,19335.0,1000148.0,3.0
845,19335.0,1000150.0,3.0
846,19335.0,89777.0,3.0
847,19335.0,905235.0,3.0
848,19335.0,905239.0,3.0
849,19335.0,470220.0,3.0
850,19335.0,904280.0,3.0
851,19335.0,988584.0,3.0
852,19335.0,477773.0,3.0
853,19335.0,478940.0,3.0
854,19335.0,478862.0,3.0
855,19335.0,473280.0,3.0
856,19335.0,469185.0,3.0
857,19335.0,469183.0,3.0
858,19335.0,146784.0,3.0
859,19335.0,903637.0,3.0
860,19335.0,476902.0,3.0
861,19335.0,482050.0,3.0
862,19335.0,989390.0,3.0
863,19335.0,989391.0,3.0
864,19335.0,145761.0,3.0
865,19335.0,147598.0,3.0
866,19335.0,460604.0,3.0
867,19335.0,460545.0,3.0
868,19335.0,460288.0,3.0
869,19335.0,461250.0,3.0
